ID,Sev,Pri,State,Product,Comp,Summary,Sum
3068,nor,P3,RESO,Platform,Resource,[resources] History Store is leaking (1GF9ZLP),'[resources] History Store is leaking (1GF9ZLP)'
5323,enh,P3,RESO,Platform,Compare,Compare does not handle correctly conflicts at same location,'Compare does not handle correctly conflicts at same location'
6498,enh,P2,VERI,Platform,Ant,[ExternalTools] selecting and building individual targets...,'[ExternalTools] selecting and building individual targets...'
8518,enh,P3,RESO,Platform,Text,[typing] change case functionality,'[typing] change case functionality'
10262,cri,P2,RESO,Platform,Resource,BuildAll with curcular dependencies fails but builds with...,'BuildAll with curcular dependencies fails but builds with...'
11020,enh,P3,RESO,Platform,Text,[templates] Template support beyond Java editor,'[templates] Template support beyond Java editor'
15146,nor,P3,RESO,Platform,SWT,Printing support under Linux/Motif?,'Printing support under Linux/Motif?'
16036,enh,P2,VERI,JDT,Debug,UI not responsive when stack is deep,'UI not responsive when stack is deep'
16072,enh,P3,VERI,JDT,Debug,Disable console horizontal autoscrolling,'Disable console horizontal autoscrolling'
18576,nor,P3,RESO,Platform,Text,javadoc code assist - weird behavior with templates,'javadoc code assist - weird behavior with templates'
19459,enh,P3,VERI,Platform,Ant,[ExternalTools] failure to execute invalid tools should b...,'[ExternalTools] failure to execute invalid tools should b...'
20777,min,P5,RESO,Platform,Text,Preferences>Java>Templates: Preview background color shou...,'Preferences>Java>Templates: Preview background color shou...'
20965,cri,P2,RESO,Platform,Text,Java editor hangs on Tab or Ctrl+/,'Java editor hangs on Tab or Ctrl+/'
21810,enh,P3,RESO,PDE,UI,PDE generated build.properties should add bin.includes = ...,'PDE generated build.properties should add bin.includes = ...'
21842,nor,P3,RESO,JDT,Text,Templates don't convert line delimiters correctly,'Templates don't convert line delimiters correctly'
22374,maj,P2,RESO,Platform,WebDAV,DigestAuthority doesn't quote qop,'DigestAuthority doesn't quote qop'
22621,maj,P2,RESO,Platform,UI,[Dialogs] Order of dialog buttons is wrong on MacOS X,'[Dialogs] Order of dialog buttons is wrong on MacOS X'
23153,nor,P3,RESO,JDT,UI,wording of the welcome.xml page is misleading [doc],'wording of the welcome.xml page is misleading [doc]'
23483,enh,P3,RESO,Platform,Text,Find/Replace should inform when a wrap occurs,'Find/Replace should inform when a wrap occurs'
23534,nor,P3,RESO,Platform,Text,editor preference: incorrect enablement of checkboxes,'editor preference: incorrect enablement of checkboxes'
23883,nor,P2,RESO,Platform,Compare,CompareDialog.commitAction.label string resource name is ...,'CompareDialog.commitAction.label string resource name is ...'
24044,nor,P3,RESO,JDT,Text,Translation of predefined variables in templates (i18n),'Translation of predefined variables in templates (i18n)'
24129,enh,P2,VERI,Platform,Ant,Ability to (optionally) run ANT in a separate JVM,'Ability to (optionally) run ANT in a separate JVM'
24361,nor,P3,RESO,JDT,UI,Java Code Template: filecomment in the wrong place,'Java Code Template: filecomment in the wrong place'
24436,nor,P3,RESO,Platform,SWT,Entering Asterisk crashs Eclipse,'Entering Asterisk crashs Eclipse'
24493,nor,P2,RESO,Platform,SWT,cant type braces in java editor with italian keyboard in ...,'cant type braces in java editor with italian keyboard in ...'
24748,nor,P2,RESO,Platform,Releng,SWT (and possibly JFace) would be better served by being ...,'SWT (and possibly JFace) would be better served by being ...'
24821,enh,P2,VERI,Platform,Debug,[Key Bindings] Provide debug action definitions,'[Key Bindings] Provide debug action definitions'
24954,enh,P3,RESO,JDT,UI,extract constant - should be able to specify destination ...,'extract constant - should be able to specify destination ...'
25014,min,P3,RESO,JDT,UI,JUnit TestCase Wizard accepts empty string as test case n...,'JUnit TestCase Wizard accepts empty string as test case n...'
25022,min,P3,RESO,Platform,Update,External Preview logs exception when visiting URL,'External Preview logs exception when visiting URL'
25024,nor,P3,RESO,Platform,Update,External Preview loses URL text widget,'External Preview loses URL text widget'
25156,nor,P3,RESO,JDT,Text,[smart editing] Balance parens inconsistently skips right...,'[smart editing] Balance parens inconsistently skips right...'
25250,nor,P2,VERI,JDT,Core,Scrapbook shows wrong error message,'Scrapbook shows wrong error message'
25259,nor,P2,RESO,Platform,Text,Home/End messes text selection,'Home/End messes text selection'
25266,nor,P2,RESO,JDT,UI,JUNIT: would like the ability to specify test workspace l...,'JUNIT: would like the ability to specify test workspace l...'
25271,nor,P3,RESO,PDE,UI,duplicate plugins dialog gets too tall,'duplicate plugins dialog gets too tall'
25278,nor,P4,RESO,Platform,SWT,context menu click does not change selection,'context menu click does not change selection'
25299,nor,P2,RESO,Platform,SWT,negative getClientAreaHeight (ArrayIndexOutOfBoundsExcept...,'negative getClientAreaHeight (ArrayIndexOutOfBoundsExcept...'
25309,enh,P3,RESO,JDT,UI,change method signature refactoring should add @param [re...,'change method signature refactoring should add @param [re...'
25310,nor,P2,RESO,Platform,UI,[Decorators] CVS decorator mechanism should become genera...,'[Decorators] CVS decorator mechanism should become genera...'
25324,enh,P2,RESO,JDT,UI,Ability to know when tests are finished [junit],'Ability to know when tests are finished [junit]'
25336,cri,P3,RESO,Platform,SWT,CoolBar - computeSize do not respect autobreaks [Emulated],'CoolBar - computeSize do not respect autobreaks [Emulated]'
25341,enh,P2,VERI,JDT,Debug,infopops not available from Launch Configurations,'infopops not available from Launch Configurations'
25342,nor,P3,RESO,Platform,Resource,[runtime] Multiple sessions on linux can share a workspace,'[runtime] Multiple sessions on linux can share a workspace'
25358,nor,P3,CLOS,JDT,Core,Creating a new Java class - Browse for parent,'Creating a new Java class - Browse for parent'
25361,nor,P2,CLOS,JDT,Text,[smart editing] Javadoc tool is broken,'[smart editing] Javadoc tool is broken'
25368,maj,P1,RESO,Platform,SWT,mouse drag select hangs eclipse,'mouse drag select hangs eclipse'
25370,enh,P3,RESO,JDT,Text,Linked Mode: Want to define where to focus,'Linked Mode: Want to define where to focus'
25383,nor,P2,RESO,Platform,SWT,Variant needs a dispose method,'Variant needs a dispose method'
25388,nor,P1,RESO,Platform,Team,Add to .cvsignore not enabling,'Add to .cvsignore not enabling'
25395,nor,P2,RESO,JDT,UI,Add Javadoc Comment indents too far on inner types,'Add Javadoc Comment indents too far on inner types'
25405,nor,P3,VERI,JDT,Debug,Debugging: Display functionality displays erroneous result,'Debugging: Display functionality displays erroneous result'
25413,nor,P3,RESO,Platform,SWT,Problem with Tree widget when running Eclipse,'Problem with Tree widget when running Eclipse'
25419,enh,P3,RESO,Platform,UI,[Dialogs] Can't Maximize Window:  Preferences ,'[Dialogs] Can't Maximize Window:  Preferences '
25421,enh,P3,RESO,Platform,UI,[Dialogs] Can't Maximize Window:  Properties ,'[Dialogs] Can't Maximize Window:  Properties '
25435,min,P3,RESO,Platform,Team,[CVS Repo View]  Overwrite resource?  while doing CVS che...,'[CVS Repo View]  Overwrite resource?  while doing CVS che...'
25440,nor,P2,RESO,Platform,Text,AssertionFailedException when saving Java file,'AssertionFailedException when saving Java file'
25441,blo,P3,CLOS,Platform,Releng,Bugzilla: cannot find any Mac related bugs,'Bugzilla: cannot find any Mac related bugs'
25442,nor,P3,RESO,Platform,Releng,Bugzilla: Mac Systems < X just clutter OS field,'Bugzilla: Mac Systems < X just clutter OS field'
25447,enh,P3,VERI,JDT,UI,Build class path: support Delete key to remove an entry [...,'Build class path: support Delete key to remove an entry [...'
25457,maj,P2,RESO,Platform,Resource,[resources] renaming project to same name but with differ...,'[resources] renaming project to same name but with differ...'
25458,nor,P2,RESO,Platform,UI,[Font] DBCS support: new SWT API,'[Font] DBCS support: new SWT API'
25467,cri,P1,RESO,Platform,UI,Accelerator Menu performance problems (GTK & Motif),'Accelerator Menu performance problems (GTK & Motif)'
25472,nor,P3,RESO,Platform,UI,[Workbench] command line args not accepted,'[Workbench] command line args not accepted'
25477,nor,P3,VERI,JDT,Debug,Installed JRE names confuse launch configuration,'Installed JRE names confuse launch configuration'
25479,nor,P3,RESO,JDT,UI,Open Type Dialog causes CPU to churn,'Open Type Dialog causes CPU to churn'
25506,nor,P3,RESO,JDT,Text,[smart editing] Smart brackets adds extra close paren,'[smart editing] Smart brackets adds extra close paren'
25507,nor,P3,RESO,Platform,Compare,Compare view prevents Ctrl + F6 working,'Compare view prevents Ctrl + F6 working'
25510,enh,P3,RESO,PDE,UI,Eclipse ant javac task should use the Eclipse's compiler ...,'Eclipse ant javac task should use the Eclipse's compiler ...'
25517,cri,P2,RESO,JDT,UI,JVM crashes on method rename with circular dependecies in...,'JVM crashes on method rename with circular dependecies in...'
25538,nor,P3,VERI,JDT,Core,Conflict of classfolder and outputfolder not reported,'Conflict of classfolder and outputfolder not reported'
25539,nor,P3,RESO,JDT,Core,Unexpected inaccurate search results,'Unexpected inaccurate search results'
25543,nor,P3,RESO,Platform,UI,[Perspectives] Build Automatically update problems for mu...,'[Perspectives] Build Automatically update problems for mu...'
25549,enh,P3,RESO,JDT,UI,create delegate methods wizard,'create delegate methods wizard'
25551,nor,P3,VERI,JDT,Core,Ant javac adapter always reports build successful even if...,'Ant javac adapter always reports build successful even if...'
25556,nor,P3,RESO,JDT,Text,[smart editing] Code Assist     issue,'[smart editing] Code Assist     issue'
25558,maj,P2,RESO,Platform,UI,[Editor Mgmt] Dropdown menus on forward/back nav buttons,'[Editor Mgmt] Dropdown menus on forward/back nav buttons'
25559,enh,P3,VERI,JDT,Core,more code formatter options,'more code formatter options'
25567,enh,P3,VERI,Platform,Ant,Make Pref/Ant Add Task dialog resizable,'Make Pref/Ant Add Task dialog resizable'
25569,enh,P3,VERI,JDT,Debug,Checkbox in launch config doesn't keep its value,'Checkbox in launch config doesn't keep its value'
25572,maj,P3,RESO,Platform,SWT,missing horizontal scrollbar in tree viewers (outline  pa...,'missing horizontal scrollbar in tree viewers (outline  pa...'
25575,nor,P2,VERI,JDT,Debug,New Display created on shutdown.,'New Display created on shutdown.'
25578,nor,P3,VERI,JDT,Core,Abstract method declaration completion should be more rel...,'Abstract method declaration completion should be more rel...'
25586,nor,P3,RESO,Platform,Update,Why does updateManager attempt to obtain the site over an...,'Why does updateManager attempt to obtain the site over an...'
25590,enh,P3,VERI,Platform,Ant,Should be possible to use variables specifying Ant classpath,'Should be possible to use variables specifying Ant classpath'
25597,nor,P2,VERI,JDT,Debug,Show/Hide qualified names not working,'Show/Hide qualified names not working'
25604,cri,P2,RESO,Platform,SWT,Quick release upon start of drag hangs eclipse with point...,'Quick release upon start of drag hangs eclipse with point...'
25623,maj,P3,RESO,Platform,SWT,can't select items in Tree widget of local history,'can't select items in Tree widget of local history'
25629,maj,P3,RESO,Platform,SWT,Need STATE_SYSTEM_LINKED mapped to one of the states in ...,'Need STATE_SYSTEM_LINKED mapped to one of the states in ...'
25634,nor,P3,CLOS,Platform,Releng,about information has incorrect version number for eclips...,'about information has incorrect version number for eclips...'
25636,nor,P3,RESO,Platform,Team,.cvsignore does not always work in project subdirectories.,'.cvsignore does not always work in project subdirectories.'
25643,nor,P2,RESO,JDT,Text,Error when pasting code in javadoc comment with Shift-Ins,'Error when pasting code in javadoc comment with Shift-Ins'
25647,nor,P3,VERI,Platform,Ant,Add Ant View to Eclipse,'Add Ant View to Eclipse'
25648,nor,P3,VERI,Platform,Ant,Add remove action to ant view,'Add remove action to ant view'
25649,enh,P2,VERI,Platform,Ant,Add action to add ant project to ant view,'Add action to add ant project to ant view'
25650,nor,P2,VERI,Platform,Ant,Add action to ant view to search for build files,'Add action to ant view to search for build files'
25651,enh,P3,VERI,JDT,Debug,Step into selection on any line,'Step into selection on any line'
25653,nor,P3,RESO,Platform,SWT,DCR: StyledText do not activate the default button,'DCR: StyledText do not activate the default button'
25656,nor,P3,VERI,Platform,Ant,[ant] Cannot add multiple Jars to ant classpath at the sa...,'[ant] Cannot add multiple Jars to ant classpath at the sa...'
25671,nor,P3,RESO,Platform,SWT,Javadoc for class swt/widgets/Dialog missing <pre>,'Javadoc for class swt/widgets/Dialog missing <pre>'
25673,maj,P3,RESO,PDE,UI,Source code locations & classpath variables,'Source code locations & classpath variables'
25676,enh,P3,RESO,Platform,UI,[Tasks] DCR: Accelerator to open the Tasks View,'[Tasks] DCR: Accelerator to open the Tasks View'
25686,cri,P3,RESO,Platform,Resource,[resources] Cannot copy .project file to output folder,'[resources] Cannot copy .project file to output folder'
25688,cri,P3,VERI,JDT,Core,Non NLS strings improperly reported when the line separat...,'Non NLS strings improperly reported when the line separat...'
25692,nor,P3,RESO,Platform,Update,Should not catch Expression to detect NPE,'Should not catch Expression to detect NPE'
25700,maj,P2,RESO,JDT,UI,Shift right/undo not restoring properly,'Shift right/undo not restoring properly'
25703,enh,P3,RESO,Platform,SWT,Getting system icons for dialogs,'Getting system icons for dialogs'
25706,nor,P3,RESO,JDT,Text,CTRL-K doesn't always work and can mess with hilights,'CTRL-K doesn't always work and can mess with hilights'
25721,enh,P3,VERI,JDT,Debug,Add label to hover extension in plug-in xml,'Add label to hover extension in plug-in xml'
25723,nor,P3,VERI,JDT,UI,Warning icon in Jar packager uses error icon,'Warning icon in Jar packager uses error icon'
25724,enh,P3,RESO,JDT,UI,javaEditorTextHover extension-point changed,'javaEditorTextHover extension-point changed'
25729,maj,P2,VERI,JDT,Text,Java editor opening up build.xml,'Java editor opening up build.xml'
25731,maj,P2,VERI,Platform,UI,[Navigator] Replacing linking with explicit synchronize a...,'[Navigator] Replacing linking with explicit synchronize a...'
25734,nor,P3,VERI,JDT,Debug,Discovering default JRE,'Discovering default JRE'
25735,nor,P3,VERI,JDT,Core,Non-NLS strings are not reported properly when the ending...,'Non-NLS strings are not reported properly when the ending...'
25741,nor,P2,RESO,Platform,SWT,StyledText does not set the background and foreground col...,'StyledText does not set the background and foreground col...'
25745,nor,P4,VERI,Platform,Debug,NPE if no tab group specified for a configuration type,'NPE if no tab group specified for a configuration type'
25753,nor,P3,CLOS,Platform,Team,Getting error when starting Eclipse (Build: 200211051258),'Getting error when starting Eclipse (Build: 200211051258)'
25759,nor,P2,VERI,Platform,Ant,NPE trying to open the antview preferences page,'NPE trying to open the antview preferences page'
25762,nor,P3,VERI,Platform,Ant,Problem starting JUnit plugin tests,'Problem starting JUnit plugin tests'
25763,maj,P2,RESO,JDT,Text,Exception while using code completion with parameter name...,'Exception while using code completion with parameter name...'
25775,cri,P2,RESO,Platform,SWT,Combo doesn't get restored after minimize/restore,'Combo doesn't get restored after minimize/restore'
25778,maj,P3,RESO,Platform,Text,TAB takes me back to previous position,'TAB takes me back to previous position'
25781,maj,P3,RESO,Platform,SWT,Some change broke compare with patch,'Some change broke compare with patch'
25790,min,P3,RESO,Platform,Search,Changing 'enabled' attribute of searchPage not honored in UI,'Changing 'enabled' attribute of searchPage not honored in UI'
25791,nor,P2,RESO,Platform,Resource,[boot] -nl locale argument does not work,'[boot] -nl locale argument does not work'
25794,min,P3,VERI,JDT,UI,Buttons cut off in externalize strings dialog,'Buttons cut off in externalize strings dialog'
25796,cri,P1,RESO,Platform,Update,Update to root 1.0.1 does not diable efix,'Update to root 1.0.1 does not diable efix'
25798,enh,P2,VERI,JDT,Debug,JSR 45 debugger support,'JSR 45 debugger support'
25799,nor,P3,RESO,Platform,Text,NPE when doing Select All in CVS perspective,'NPE when doing Select All in CVS perspective'
25802,enh,P3,RESO,JDT,Text,pressing tab inside parentheses should move the cursor ou...,'pressing tab inside parentheses should move the cursor ou...'
25803,nor,P2,RESO,Platform,SWT,StyledText should use new Font API,'StyledText should use new Font API'
25806,maj,P3,RESO,PDE,UI,[KeyBindings][Schema editor] Edit accelerators don't work...,'[KeyBindings][Schema editor] Edit accelerators don't work...'
25807,nor,P3,RESO,PDE,UI,[Schema editor] Description editor in schema editor shoul...,'[Schema editor] Description editor in schema editor shoul...'
25810,enh,P3,RESO,JDT,UI,Attach Javadoc located in archive,'Attach Javadoc located in archive'
25814,nor,P3,RESO,Platform,Team,Huge number of EmptyTokenizers,'Huge number of EmptyTokenizers'
25827,tri,P2,RESO,JDT,UI,Disposing of MemberFilterActionGroup,'Disposing of MemberFilterActionGroup'
25829,min,P3,RESO,JDT,UI,QuickFix  create method in  does not work correctly for i...,'QuickFix  create method in  does not work correctly for i...'
25832,nor,P3,RESO,JDT,Text,AssertionFailedException in JavaDocAutoIndentStrategy.jdo...,'AssertionFailedException in JavaDocAutoIndentStrategy.jdo...'
25842,enh,P3,RESO,JDT,UI,specify directory instead of archive for jars,'specify directory instead of archive for jars'
25845,enh,P3,RESO,JDT,UI,Support for manually attaching source to a class path con...,'Support for manually attaching source to a class path con...'
25851,enh,P3,RESO,Platform,Resource,[runtime] DCR: add positional information to plug-in mode...,'[runtime] DCR: add positional information to plug-in mode...'
25859,maj,P2,VERI,JDT,Core,Error doing Java Search,'Error doing Java Search'
25860,nor,P1,VERI,Platform,Ant,Ant runner sets basedir incorrectly,'Ant runner sets basedir incorrectly'
25865,nor,P3,RESO,Platform,Team,Packages/Team/Commit disabled on some multi-selections.,'Packages/Team/Commit disabled on some multi-selections.'
25867,nor,P3,RESO,PDE,UI,PDE Core plugin.startup() does too much work,'PDE Core plugin.startup() does too much work'
25870,maj,P2,RESO,JDT,Text,Code assist for comments doesn't add new line character.,'Code assist for comments doesn't add new line character.'
25877,nor,P3,VERI,Platform,Ant,should save all files before execute ant script,'should save all files before execute ant script'
25887,nor,P2,RESO,JDT,Text,Performance: 80% of the time opening a Java editor in Jav...,'Performance: 80% of the time opening a Java editor in Jav...'
25888,nor,P3,VERI,JDT,Core,Open on selection fails on private binary inner class con...,'Open on selection fails on private binary inner class con...'
25890,nor,P3,VERI,JDT,Core,code assist displays static members on non-static express...,'code assist displays static members on non-static express...'
25892,maj,P1,RESO,Platform,UI,[Editor Mgmt] Graphic is disposed error on startup,'[Editor Mgmt] Graphic is disposed error on startup'
25894,maj,P1,VERI,JDT,Core,Memory leak - Global ThisReference is leaking bindings,'Memory leak - Global ThisReference is leaking bindings'
25898,nor,P3,CLOS,JDT,UI,Surround w/ try-catch patch,'Surround w/ try-catch patch'
25900,cri,P1,VERI,JDT,Text,NPE in CompilationUnitEditor,'NPE in CompilationUnitEditor'
25903,nor,P3,CLOS,Platform,Text,AnnotationType.PROBLEM?,'AnnotationType.PROBLEM?'
25904,nor,P3,RESO,Platform,Search,Drop down actions leaking menus,'Drop down actions leaking menus'
25905,nor,P3,RESO,JDT,UI,History drop down action leaking menus,'History drop down action leaking menus'
25907,nor,P3,VERI,Platform,Ant,[ExternalTools] ExternalToolMenuDelegate leaking menus,'[ExternalTools] ExternalToolMenuDelegate leaking menus'
25908,nor,P3,CLOS,JDT,UI,Deprecation Warning Fix #1,'Deprecation Warning Fix #1'
25911,maj,P2,RESO,Platform,UI,[Navigator] Go Into is missing from context menu,'[Navigator] Go Into is missing from context menu'
25914,maj,P1,VERI,JDT,UI,Method signature refactor does not update Outline,'Method signature refactor does not update Outline'
25917,nor,P3,RESO,PDE,UI,[Schema editor] Paste is disabled until a selection is made,'[Schema editor] Paste is disabled until a selection is made'
25919,nor,P3,RESO,PDE,UI,[Schema editor] Select All has no effect,'[Schema editor] Select All has no effect'
25920,nor,P3,RESO,Platform,Help,ESC does not dismiss info popup,'ESC does not dismiss info popup'
25921,cri,P2,RESO,PDE,UI,[Schema editor] ClassCastException applying change,'[Schema editor] ClassCastException applying change'
25923,maj,P3,RESO,PDE,UI,[Schema editor] Description field does not show overall d...,'[Schema editor] Description field does not show overall d...'
25924,nor,P3,RESO,PDE,UI,[Schema editor] allows me to edit schema for <extension>,'[Schema editor] allows me to edit schema for <extension>'
25925,nor,P3,RESO,PDE,UI,[Schema editor] Can't specify Since,'[Schema editor] Can't specify Since'
25926,nor,P3,RESO,PDE,UI,[Schema editor] Preview reference document should not inc...,'[Schema editor] Preview reference document should not inc...'
25927,nor,P3,RESO,JDT,UI,No doc/help on synthetic accessor method warning,'No doc/help on synthetic accessor method warning'
25933,nor,P2,VERI,JDT,Debug,After adding a parent folder  no longer able to add sub f...,'After adding a parent folder  no longer able to add sub f...'
25952,maj,P3,RESO,Platform,Resource,[resources] Cycles mess up default project build order,'[resources] Cycles mess up default project build order'
25966,maj,P3,RESO,Platform,Team,[CVS Sync View] cannot mark as merged,'[CVS Sync View] cannot mark as merged'
25974,nor,P3,RESO,JDT,UI,Incorrect label in Organize Imports preferences,'Incorrect label in Organize Imports preferences'
25983,nor,P3,RESO,JDT,UI,Remove unused import quickfix sometimes doesn't work [qui...,'Remove unused import quickfix sometimes doesn't work [qui...'
25985,nor,P3,RESO,Platform,UI,Need to remove duplicate settings,'Need to remove duplicate settings'
25986,nor,P3,RESO,Platform,SWT,No source for SWT plugin imported as binary,'No source for SWT plugin imported as binary'
25989,blo,P2,RESO,Platform,SWT,Radion buttons are not mutually exclusive in same composite,'Radion buttons are not mutually exclusive in same composite'
25998,nor,P3,RESO,Platform,Team,Repositories View only shows modules,'Repositories View only shows modules'
25999,nor,P3,CLOS,Platform,UI,[Import/Export] Importing a second project with a name wh...,'[Import/Export] Importing a second project with a name wh...'
26000,nor,P3,RESO,Platform,UI,[Dialogs] Need to remove markedItemsStartIndex in BuildOr...,'[Dialogs] Need to remove markedItemsStartIndex in BuildOr...'
26001,nor,P3,RESO,Platform,Help,Help toolbar buttons do not work,'Help toolbar buttons do not work'
26004,nor,P3,RESO,Platform,SWT,Removing a Text field leaves behind crud,'Removing a Text field leaves behind crud'
26007,nor,P3,RESO,Platform,Resource,[launcher] Updates to launcher for Neutrino,'[launcher] Updates to launcher for Neutrino'
26009,nor,P2,RESO,JDT,UI,Perference page classes loaded too soon,'Perference page classes loaded too soon'
26010,nor,P3,RESO,Platform,Resource,[resources] need path variable implementation,'[resources] need path variable implementation'
26011,nor,P2,RESO,PDE,UI,[boot/runtime] plugin.xml needs to change for classloader...,'[boot/runtime] plugin.xml needs to change for classloader...'
26013,nor,P2,RESO,Platform,Resource,[resources] API: need way to get variable information fro...,'[resources] API: need way to get variable information fro...'
26014,nor,P3,VERI,JDT,Debug,Error message on evaluation is centered,'Error message on evaluation is centered'
26016,nor,P3,RESO,Platform,UI,[Navigator ] Open/Close Project can be removed from conte...,'[Navigator ] Open/Close Project can be removed from conte...'
26017,enh,P2,CLOS,JDT,UI,End of CU comment,'End of CU comment'
26018,nor,P3,RESO,Platform,Team,Cancelling checkout does work,'Cancelling checkout does work'
26019,nor,P3,VERI,JDT,UI,Deleting default package gives blank string in message,'Deleting default package gives blank string in message'
26021,enh,P3,RESO,Platform,Team,[CVS Repo View] Repo explorer should show path of selecte...,'[CVS Repo View] Repo explorer should show path of selecte...'
26022,nor,P2,RESO,Platform,Update,Pending Changes doesn't allow selection,'Pending Changes doesn't allow selection'
26025,nor,P3,VERI,JDT,Core,Search should not use a file based name environment,'Search should not use a file based name environment'
26037,enh,P3,RESO,JDT,UI,Priorities for TODO tasks,'Priorities for TODO tasks'
26041,nor,P3,RESO,PDE,UI,source code location different than target platform location,'source code location different than target platform location'
26042,nor,P1,VERI,Platform,Ant,Can't run Ant script with new Ant on MacOS X,'Can't run Ant script with new Ant on MacOS X'
26044,nor,P3,VERI,JDT,Core,Unexpected full builds,'Unexpected full builds'
26047,nor,P3,RESO,JDT,UI,org.eclipse.jdt.ui  required attribute missing,'org.eclipse.jdt.ui  required attribute missing'
26049,nor,P3,RESO,Platform,UI,Message entry for Decorators Pref. Page has multiple lines,'Message entry for Decorators Pref. Page has multiple lines'
26050,nor,P3,VERI,Platform,Ant,Unnamed projects cause NPE in Ant View,'Unnamed projects cause NPE in Ant View'
26052,nor,P3,VERI,JDT,Debug,Could not set breakpoints on NullPointerException,'Could not set breakpoints on NullPointerException'
26053,blo,P3,VERI,JDT,Core,builder out of order in I-20021112,'builder out of order in I-20021112'
26055,nor,P3,RESO,Platform,Text,End key behaves incorrectly in multi line selection,'End key behaves incorrectly in multi line selection'
26057,nor,P3,RESO,Platform,SWT,StyledText - cleanup passing around of fontdata,'StyledText - cleanup passing around of fontdata'
26059,nor,P3,VERI,JDT,Debug,Method entry breakpoints makes the debugging program very...,'Method entry breakpoints makes the debugging program very...'
26061,nor,P2,VERI,Platform,Ant,Changes to Ant classpath don't persist,'Changes to Ant classpath don't persist'
26062,nor,P2,RESO,Platform,Team,[CVS UI] add to version control and .cvsignore entry's,'[CVS UI] add to version control and .cvsignore entry's'
26065,nor,P3,RESO,Platform,Releng,results should be sorted,'results should be sorted'
26069,nor,P2,RESO,JDT,UI,Quickfix for unimplemented method erroneously adds constr...,'Quickfix for unimplemented method erroneously adds constr...'
26076,nor,P3,RESO,PDE,UI,Get spurious prompts when exiting with manifest editors open,'Get spurious prompts when exiting with manifest editors open'
26078,maj,P3,RESO,Platform,SWT,TabFolder.getClientArea() not correct.,'TabFolder.getClientArea() not correct.'
26079,enh,P3,RESO,Platform,SWT,Use PfLoadMetrics() to speed up text extenting.,'Use PfLoadMetrics() to speed up text extenting.'
26087,nor,P3,RESO,JDT,UI,Ctrl based linking stays sometimes active,'Ctrl based linking stays sometimes active'
26097,maj,P3,RESO,JDT,Text,Lightbulb: Performance issues,'Lightbulb: Performance issues'
26098,cri,P1,VERI,JDT,Core,Wrong line number attribute.,'Wrong line number attribute.'
26100,enh,P1,RESO,Platform,Resource,[resources] Need API to maintain file permissions,'[resources] Need API to maintain file permissions'
26101,nor,P3,RESO,Platform,SWT,Strange behaviour in VerifyListener under GTK,'Strange behaviour in VerifyListener under GTK'
26109,enh,P3,RESO,Platform,UI,[Dialogs] Need a FormData version of the button sizing API,'[Dialogs] Need a FormData version of the button sizing API'
26112,nor,P3,VERI,Platform,Ant, Run Ant...  implies dialog,' Run Ant...  implies dialog'
26117,nor,P3,RESO,Platform,Team,question_ov.gif needs redoing,'question_ov.gif needs redoing'
26121,blo,P3,RESO,Platform,SWT,cannot launch eclipse #2: javacore dump,'cannot launch eclipse #2: javacore dump'
26122,nor,P3,VERI,JDT,Core,JACKS: VerifyError when affecting final local in anonymou...,'JACKS: VerifyError when affecting final local in anonymou...'
26124,nor,P3,VERI,JDT,Core,"JACKS - Compile error not reported when break, used in a ...","'JACKS - Compile error not reported when break, used in a ...'"
26125,cri,P1,RESO,Platform,UI,Workbench startup is throwing dialog rather than logging ...,'Workbench startup is throwing dialog rather than logging ...'
26126,cri,P1,RESO,Platform,UI,[Navigator] NPE in GotoActionGroup,'[Navigator] NPE in GotoActionGroup'
26127,nor,P2,VERI,JDT,Debug,problem with snippet when java model presentation not loaded,'problem with snippet when java model presentation not loaded'
26128,cri,P3,VERI,JDT,Core,packages don't appear in package explorer view,'packages don't appear in package explorer view'
26129,nor,P3,VERI,JDT,Core,JACKS: VerifyError  because opcode jsr_w not used,'JACKS: VerifyError  because opcode jsr_w not used'
26131,nor,P2,VERI,JDT,Debug,Eval: cannot cast to an array type,'Eval: cannot cast to an array type'
26133,nor,P3,RESO,Platform,UI,[Dialogs] TitleAreaDialog status line blinks when newMess...,'[Dialogs] TitleAreaDialog status line blinks when newMess...'
26134,nor,P3,VERI,JDT,Core,JACKS - VerifyError running invalid code,'JACKS - VerifyError running invalid code'
26137,nor,P2,RESO,Platform,UI,[Decorators] Declarative decorators too restrictive,'[Decorators] Declarative decorators too restrictive'
26138,nor,P3,VERI,JDT,Core,JACKS - The null literal should not be considered as a co...,'JACKS - The null literal should not be considered as a co...'
26141,nor,P3,VERI,JDT,Core,JACKS: Should report unterminated comment,'JACKS: Should report unterminated comment'
26142,nor,P3,VERI,JDT,Core,JACKS: Must reject invalid character after class definition,'JACKS: Must reject invalid character after class definition'
26144,nor,P3,RESO,Platform,Help,Highlighting of search results no longer works,'Highlighting of search results no longer works'
26145,nor,P3,RESO,Platform,Help,Cannot change name of help working set,'Cannot change name of help working set'
26146,cri,P3,RESO,PDE,UI,Schema Editor - Null Pointer Exception opening properties,'Schema Editor - Null Pointer Exception opening properties'
26149,nor,P3,RESO,PDE,UI,[Schema editor] Text cut off in schema editor,'[Schema editor] Text cut off in schema editor'
