ID,Sev,Pri,State,Product,Comp,Summary,Sum
36172,enh,P3,VERI,JDT,Debug,Add option to hide null entries in arrays,'Add option to hide null entries in arrays'
36173,nor,P3,RESO,PDE,Build,all.children target contains duplicates,'all.children target contains duplicates'
36180,enh,P3,RESO,JDT,UI,Callers/Callees view,'Callers/Callees view'
36185,nor,P2,VERI,Platform,Team,[CVS Repo View] inconsistent folder and module context me...,'[CVS Repo View] inconsistent folder and module context me...'
36192,cri,P3,RESO,Platform,SWT,Native crash when closing tree nodes,'Native crash when closing tree nodes'
36194,nor,P3,RESO,PDE,UI,JUnit plugin test - would like preference to control defa...,'JUnit plugin test - would like preference to control defa...'
36209,min,P3,RESO,Platform,SWT,Copied text to on the clipboard is occasionally null term...,'Copied text to on the clipboard is occasionally null term...'
36213,nor,P3,VERI,JDT,Core,ArrayIndex out of bounds,'ArrayIndex out of bounds'
36214,min,P3,VERI,JDT,Core,TODOs reported twice when located at the end of the metho...,'TODOs reported twice when located at the end of the metho...'
36215,nor,P3,VERI,JDT,Debug,JR.computeDefaultRuntimeClasspath(IJavaProject),'JR.computeDefaultRuntimeClasspath(IJavaProject)'
36216,maj,P3,RESO,Platform,Resource,Import preferences does not work for numbers and boolean,'Import preferences does not work for numbers and boolean'
36220,enh,P3,RESO,Platform,SWT,expand Sashform API to support setBackground,'expand Sashform API to support setBackground'
36232,nor,P3,VERI,JDT,Core,binding do not fully consider working copies,'binding do not fully consider working copies'
36233,min,P3,RESO,Platform,UI,[About] Make Eclipse Platform Plugins Dialog re-sizeable,'[About] Make Eclipse Platform Plugins Dialog re-sizeable'
36244,enh,P3,VERI,JDT,Core,JDK1.4.2: Add -cp as a batch option,'JDK1.4.2: Add -cp as a batch option'
36248,nor,P1,VERI,Platform,Team,[Team] Ignore schema differs from code,'[Team] Ignore schema differs from code'
36257,nor,P3,RESO,Platform,UI,[Dialogs] ContainerSelectionDialog returns array with nul...,'[Dialogs] ContainerSelectionDialog returns array with nul...'
36266,nor,P3,VERI,JDT,Debug,[Variables View  Detail Pane] NPE if object does not supp...,'[Variables View  Detail Pane] NPE if object does not supp...'
36267,cri,P1,VERI,Platform,UI,[Key Bindings] Key binding and unknown command (conflict),'[Key Bindings] Key binding and unknown command (conflict)'
36269,enh,P3,VERI,Platform,Team,[CVS Repo View] Tags only found on auto-refresh file,'[CVS Repo View] Tags only found on auto-refresh file'
36270,nor,P3,RESO,Platform,SWT,BIDI: Some custom widgets can't be created with explicitl...,'BIDI: Some custom widgets can't be created with explicitl...'
36271,nor,P3,VERI,JDT,Core,CodeAssist should treat array.clone() as visible,'CodeAssist should treat array.clone() as visible'
36276,nor,P3,RESO,Platform,SWT,BIDI: When UpDown control of rtl-oriented TabFolder is us...,'BIDI: When UpDown control of rtl-oriented TabFolder is us...'
36280,nor,P3,VERI,JDT,UI,Duplicate projects in projects view [browsing],'Duplicate projects in projects view [browsing]'
36286,enh,P5,VERI,Platform,Team,[CVS Preferences] use tree viewer to show decoration pref...,'[CVS Preferences] use tree viewer to show decoration pref...'
36296,min,P3,RESO,Platform,Text,[implementation] AbstractTextEditor.internalInit should h...,'[implementation] AbstractTextEditor.internalInit should h...'
36297,nor,P3,CLOS,Platform,UI,[Preferences] Need a page that informs of preference page...,'[Preferences] Need a page that informs of preference page...'
36298,tri,P3,VERI,Platform,Team,Missing translation string,'Missing translation string'
36307,nor,P3,VERI,JDT,Core,JDK1.4.2: Wrong declaring class for clone method on array...,'JDK1.4.2: Wrong declaring class for clone method on array...'
36311,nor,P3,RESO,Platform,Resource,natives do not implement internalCopyAttributes properly,'natives do not implement internalCopyAttributes properly'
36312,nor,P3,RESO,Platform,Resource,natives do not implement internalCopyAttributes properly,'natives do not implement internalCopyAttributes properly'
36326,blo,P2,VERI,JDT,Debug,stackframe label not getting updated when stepping over s...,'stackframe label not getting updated when stepping over s...'
36336,nor,P3,RESO,JDT,UI,New Test Case wizard should support 3.8 conventions [junit],'New Test Case wizard should support 3.8 conventions [junit]'
36339,nor,P3,VERI,JDT,Core,Try codegen issues slightly incorrect ANY exception handler,'Try codegen issues slightly incorrect ANY exception handler'
36342,nor,P3,CLOS,JDT,UI,Please Imporve  Generate Get and Set  ,'Please Imporve  Generate Get and Set  '
36345,nor,P3,RESO,Platform,Search, Occurrences in File  deletes search history,' Occurrences in File  deletes search history'
36351,nor,P3,VERI,Platform,Team,[CVS EXTSSH] Deadlocks / Timeouts in SSH communication,'[CVS EXTSSH] Deadlocks / Timeouts in SSH communication'
36353,nor,P2,VERI,Platform,Ant,Move to Ant 1.5.3,'Move to Ant 1.5.3'
36356,nor,P3,VERI,Platform,Ant,starting ant build not possible from antview if build fol...,'starting ant build not possible from antview if build fol...'
36357,nor,P3,RESO,PDE,UI,NPE showing plugins view,'NPE showing plugins view'
36358,maj,P3,RESO,Platform,Resource,Classloading deadlock between two threads of same plugin,'Classloading deadlock between two threads of same plugin'
36372,min,P3,RESO,JDT,UI,Organize Imports produces imports which are never used [c...,'Organize Imports produces imports which are never used [c...'
36373,nor,P3,RESO,Platform,Resource,Improve startup time and reduce memory by caching plugin....,'Improve startup time and reduce memory by caching plugin....'
36378,nor,P3,RESO,Platform,Help,HTML parser should treat <td> as a word break element,'HTML parser should treat <td> as a word break element'
36386,cri,P3,RESO,Platform,SWT,Eclipse crashes on exit,'Eclipse crashes on exit'
36387,nor,P2,RESO,Platform,Help,Infocenter: Synchronization broken when proxy is used.,'Infocenter: Synchronization broken when proxy is used.'
36390,nor,P3,VERI,Platform,Debug,Doc error in schema for consoleColorProviders and console...,'Doc error in schema for consoleColorProviders and console...'
36394,nor,P3,RESO,Platform,Resource,Plugin not completely removed,'Plugin not completely removed'
36396,cri,P3,RESO,Platform,Releng,Bugzilla queries become downloads in Safari,'Bugzilla queries become downloads in Safari'
36399,cri,P2,RESO,Platform,Compare,Compare did retrieve entire remote ZIP contents on select...,'Compare did retrieve entire remote ZIP contents on select...'
36401,nor,P3,RESO,Platform,UI,[Tasks] Task list filter loses settings,'[Tasks] Task list filter loses settings'
36402,enh,P3,RESO,Platform,Text,[misc] Create Spell Checker Plug-in,'[misc] Create Spell Checker Plug-in'
36406,nor,P3,VERI,Platform,Ant,Ant target icons conflict with GTK tree expander,'Ant target icons conflict with GTK tree expander'
36407,min,P3,VERI,JDT,Debug,Exception in log,'Exception in log'
36408,enh,P3,VERI,JDT,Debug,Support ctrl+enter in breakpoint properties dialog,'Support ctrl+enter in breakpoint properties dialog'
36409,nor,P3,VERI,Platform,Debug,TODO marker for help context for OpenLaunchDialogAction,'TODO marker for help context for OpenLaunchDialogAction'
36412,nor,P3,VERI,Platform,Ant,Refreshing for specific resource should set an initial se...,'Refreshing for specific resource should set an initial se...'
36415,nor,P3,RESO,Platform,UI,Decorator thread dies silent death,'Decorator thread dies silent death'
36420,nor,P3,RESO,Platform,UI,[KeyBindings] Imported key preferences have no effect unt...,'[KeyBindings] Imported key preferences have no effect unt...'
36428,enh,P3,RESO,JDT,UI,new return type in modify signature must be fully qualifi...,'new return type in modify signature must be fully qualifi...'
36433,nor,P3,RESO,Platform,SWT,Allow Cursors to be created with Images that have a depth >1,'Allow Cursors to be created with Images that have a depth >1'
36438,nor,P3,VERI,JDT,Core,null == null causes java.lang.VerifyError,'null == null causes java.lang.VerifyError'
36439,nor,P3,RESO,JDT,Text,IndexOutOfBoundsException in HTML2TextReader,'IndexOutOfBoundsException in HTML2TextReader'
36444,enh,P3,VERI,Platform,Ant,Ant view needs a refresh action,'Ant view needs a refresh action'
36445,nor,P3,VERI,Platform,Text,Workbench Encoding not recognized,'Workbench Encoding not recognized'
36447,nor,P3,VERI,JDT,Core,Unoptimal wide conditional branch bytecode sequence,'Unoptimal wide conditional branch bytecode sequence'
36449,nor,P2,VERI,JDT,UI,JUnit should constrain tests to selected project [JUnit],'JUnit should constrain tests to selected project [JUnit]'
36450,cri,P3,RESO,Platform,SWT,[Key Bindings] Only KeyUp event for Alt+[Shift]+<char> on...,'[Key Bindings] Only KeyUp event for Alt+[Shift]+<char> on...'
36455,enh,P3,VERI,JDT,Core,[Formatting] Too long lines look ugly,'[Formatting] Too long lines look ugly'
36456,tri,P3,RESO,JDT,UI,Type heirarchy show final class icon only on double click...,'Type heirarchy show final class icon only on double click...'
36460,nor,P3,RESO,PDE,UI,Convert Java to plug-in project wizard needs to also incl...,'Convert Java to plug-in project wizard needs to also incl...'
36464,cri,P3,CLOS,Platform,SWT,Eclipse 2.1 (GTK) on SuSE 8.2 don't work,'Eclipse 2.1 (GTK) on SuSE 8.2 don't work'
36465,blo,P1,VERI,JDT,Core,Unable to create multiple source folders when not using b...,'Unable to create multiple source folders when not using b...'
36467,nor,P3,RESO,PDE,UI,Debugger does not show source mapped after debug has been...,'Debugger does not show source mapped after debug has been...'
36479,nor,P3,VERI,JDT,Core,Rename operation during refactoring fails,'Rename operation during refactoring fails'
36481,min,P3,RESO,JDT,UI,Quickfix (create method) generates wrong parameter type i...,'Quickfix (create method) generates wrong parameter type i...'
36484,nor,P3,RESO,JDT,UI,call hierarchy: missing mnemonics,'call hierarchy: missing mnemonics'
36485,nor,P2,RESO,JDT,UI,call hierarchy: location of menu entry,'call hierarchy: location of menu entry'
36486,nor,P2,RESO,JDT,UI,call hierarchy: should use adapters,'call hierarchy: should use adapters'
36487,enh,P3,RESO,JDT,UI,call hierarchy: drop should set input,'call hierarchy: drop should set input'
36488,nor,P2,RESO,JDT,UI,call hierarchy: needs full NLS,'call hierarchy: needs full NLS'
36489,nor,P2,RESO,JDT,UI,call hierarchy: help context ids,'call hierarchy: help context ids'
36490,maj,P3,VERI,JDT,Core,Java compiler misses dependency on 'static final' class v...,'Java compiler misses dependency on 'static final' class v...'
36492,nor,P2,RESO,JDT,UI,call hierarchy: recursion should be indicated by a decora...,'call hierarchy: recursion should be indicated by a decora...'
36494,enh,P2,RESO,JDT,UI,call hierarchy: decorations to indicate direction,'call hierarchy: decorations to indicate direction'
36495,enh,P2,VERI,Platform,Debug,Debugger support for roles and activities,'Debugger support for roles and activities'
36496,enh,P3,VERI,Platform,Debug, Watches  don't update when changing the selected debug t...,' Watches  don't update when changing the selected debug t...'
36499,nor,P3,VERI,JDT,Core,exists() returns true for a source file inside a classfolder,'exists() returns true for a source file inside a classfolder'
36500,nor,P3,RESO,JDT,UI,Icon requests for 3.0 [icons],'Icon requests for 3.0 [icons]'
36501,nor,P3,VERI,Platform,UI,[PropertiesView] Properties view not updated after select...,'[PropertiesView] Properties view not updated after select...'
36502,nor,P3,RESO,JDT,UI,Move Inner to Top refactoring should use AST rewriting [r...,'Move Inner to Top refactoring should use AST rewriting [r...'
36505,nor,P5,VERI,Platform,Team,Automatically show CVS Console,'Automatically show CVS Console'
36510,enh,P3,VERI,JDT,Core,Automatically attach source for source files located in a...,'Automatically attach source for source files located in a...'
36511,nor,P2,RESO,JDT,UI,call hierarchy: details list should be a table with icons,'call hierarchy: details list should be a table with icons'
36514,nor,P2,RESO,JDT,UI,call hierarchy: should remove 'search ... using ..' prefe...,'call hierarchy: should remove 'search ... using ..' prefe...'
36515,nor,P2,RESO,JDT,UI,call hierarchy: move the depth preference to the view and...,'call hierarchy: move the depth preference to the view and...'
36516,nor,P3,VERI,JDT,Debug,ClassCastException: MonitorAction not use getAdapter.,'ClassCastException: MonitorAction not use getAdapter.'
36518,nor,P3,RESO,JDT,UI,call hierarchy: 'refresh' should available only in dropdo...,'call hierarchy: 'refresh' should available only in dropdo...'
36519,enh,P3,RESO,JDT,UI,call hierarchy: ability to copy the view's content to the...,'call hierarchy: ability to copy the view's content to the...'
36520,maj,P1,RESO,JDT,UI,call hierarchy: default depth is 0,'call hierarchy: default depth is 0'
36524,maj,P3,RESO,JDT,UI,Problem occured while building workspace,'Problem occured while building workspace'
36525,nor,P3,RESO,Platform,UI,[DND] ViewerDropAdapter catches Throwable,'[DND] ViewerDropAdapter catches Throwable'
36526,nor,P3,RESO,Platform,UI,ErrorDialog leaks a clipboard,'ErrorDialog leaks a clipboard'
36529,enh,P3,RESO,PDE,Build,[build] more flexibility in setting buildLabel,'[build] more flexibility in setting buildLabel'
36530,nor,P3,VERI,JDT,Debug,Possibly wrong line-ordering in org.eclipse.jdt.internal....,'Possibly wrong line-ordering in org.eclipse.jdt.internal....'
36531,min,P3,RESO,JDT,Text,Duplicate mneumonics on Java Editor pref page tabs,'Duplicate mneumonics on Java Editor pref page tabs'
36534,nor,P3,VERI,JDT,Debug,'Delete' not working in 'Installed JREs' and 'Detail Form...,''Delete' not working in 'Installed JREs' and 'Detail Form...'
36537,nor,P3,RESO,Platform,UI,[KeyBindings] Bindings duplicated in Emacs configuration,'[KeyBindings] Bindings duplicated in Emacs configuration'
36538,enh,P3,VERI,Platform,Debug,Add a ${variable} that prompts the user with a dialog,'Add a ${variable} that prompts the user with a dialog'
36541,maj,P3,VERI,Platform,SWT,Printing of java program causes failure,'Printing of java program causes failure'
36548,maj,P1,RESO,Platform,Help,Help frames accessibility issues,'Help frames accessibility issues'
36554,nor,P3,VERI,JDT,UI,JDT/UI plugin activation fails when activated in non UI t...,'JDT/UI plugin activation fails when activated in non UI t...'
36555,nor,P3,RESO,Platform,Resource,Mirrors list could be categorized,'Mirrors list could be categorized'
36558,nor,P2,RESO,JDT,UI,call hierarchy: filters dialog  ui glitches,'call hierarchy: filters dialog  ui glitches'
36560,nor,P3,RESO,JDT,UI,JUnit wizard title,'JUnit wizard title'
36562,nor,P3,RESO,Platform,SWT,[CVS] commit log dialog doesn't set focus correctly,'[CVS] commit log dialog doesn't set focus correctly'
36563,maj,P1,RESO,JDT,UI,call hierarchy: IllegalArgumentException after deleting a...,'call hierarchy: IllegalArgumentException after deleting a...'
36567,nor,P3,RESO,JDT,UI,FlowAnalysis should only create write access for prefix/p...,'FlowAnalysis should only create write access for prefix/p...'
36568,maj,P3,VERI,Platform,Team,CVS tag property shows  (branch)  and  (version)  for sam...,'CVS tag property shows  (branch)  and  (version)  for sam...'
36569,nor,P3,VERI,Platform,Team,Difference between (none) and HEAD?,'Difference between (none) and HEAD?'
36570,nor,P3,VERI,Platform,Ant,Ant view parses files during shutdown,'Ant view parses files during shutdown'
36571,nor,P3,RESO,JDT,UI,Refactoring inline throws [refactoring],'Refactoring inline throws [refactoring]'
36574,nor,P2,VERI,Platform,Ant,Additional classpath entries on Ant dont take effect,'Additional classpath entries on Ant dont take effect'
36575,enh,P3,RESO,Platform,UI,[GlobalActions] Missing print extension group for XML con...,'[GlobalActions] Missing print extension group for XML con...'
36576,nor,P3,RESO,Platform,Resource,NullPointerException closing/re-opening project in Run-Ti...,'NullPointerException closing/re-opening project in Run-Ti...'
36578,nor,P2,RESO,JDT,UI,call hierarchy: Needs more test cases,'call hierarchy: Needs more test cases'
36579,nor,P3,VERI,Platform,Team,[CVS Decorators] Dirty decorator not cleared on refresh,'[CVS Decorators] Dirty decorator not cleared on refresh'
36581,maj,P3,VERI,Platform,Ant,External tool closed when Eclipse exits,'External tool closed when Eclipse exits'
36585,nor,P3,RESO,Platform,Update,WANT: a headless application to silently install feature ...,'WANT: a headless application to silently install feature ...'
36588,nor,P3,RESO,Platform,UI,CoolBar Cleanup,'CoolBar Cleanup'
36590,nor,P2,RESO,Platform,Resource,[runtime] Support for refactoring extension points,'[runtime] Support for refactoring extension points'
36596,nor,P3,VERI,Platform,Ant,No completion proposals for properties that contain '-','No completion proposals for properties that contain '-''
36597,enh,P3,VERI,Platform,Debug,Would like to say what text attributes to use when select...,'Would like to say what text attributes to use when select...'
36599,nor,P3,RESO,Platform,UI,Reference to product.ini,'Reference to product.ini'
36603,tri,P3,VERI,Platform,Team,Missing resource in variables dialog,'Missing resource in variables dialog'
36605,enh,P3,RESO,JDT,Text,back-tabbing should go all the way to the left margin,'back-tabbing should go all the way to the left margin'
36607,min,P3,RESO,Platform,Update,Unhelpfull dialog appears when going into install/update ...,'Unhelpfull dialog appears when going into install/update ...'
36609,nor,P3,RESO,Platform,Releng,MD5 files on download page missing binary marker,'MD5 files on download page missing binary marker'
36610,min,P3,RESO,Platform,SWT,Tracker behaviour wrong when resizing,'Tracker behaviour wrong when resizing'
36611,min,P3,RESO,Platform,SWT,Tracker resize events are not sent correctly,'Tracker resize events are not sent correctly'
36612,nor,P3,RESO,Platform,SWT,After install/update: no icon in dock - no focus,'After install/update: no icon in dock - no focus'
36615,nor,P3,RESO,JDT,UI,getAllSuperTypes is recursive,'getAllSuperTypes is recursive'
36616,nor,P3,RESO,JDT,UI,Call hierarchy: clicking Show History button should show ...,'Call hierarchy: clicking Show History button should show ...'
36619,nor,P3,VERI,JDT,Debug,Incorrect output shown in console window,'Incorrect output shown in console window'
36622,nor,P3,RESO,Platform,Help,Problems with  Search Scope  function,'Problems with  Search Scope  function'
36623,nor,P3,RESO,JDT,UI,call hierarchy: Unable to find calls from static initializer,'call hierarchy: Unable to find calls from static initializer'
36625,nor,P3,RESO,JDT,UI, Copy Trace  Action in  Failure Trace  View enabled for e...,' Copy Trace  Action in  Failure Trace  View enabled for e...'
36627,maj,P3,RESO,Platform,Search,NPE when clicking on Previous Search Results,'NPE when clicking on Previous Search Results'
36630,nor,P3,VERI,JDT,Debug,Change in SourceElementRequestorAdapter,'Change in SourceElementRequestorAdapter'
36632,enh,P3,RESO,PDE,UI,UpdateClasspath failing,'UpdateClasspath failing'
36636,nor,P3,RESO,Platform,SWT,StyledText - Printing could end pages twice,'StyledText - Printing could end pages twice'
36637,nor,P3,RESO,Platform,Team,[CVS EXT] cvs with ext access froze eclipse,'[CVS EXT] cvs with ext access froze eclipse'
36641,enh,P3,RESO,Platform,UI,[Views] More flexible docking of fast views,'[Views] More flexible docking of fast views'
36644,nor,P3,RESO,Platform,SWT,Can not set the background color for ToolBar,'Can not set the background color for ToolBar'
36649,maj,P3,RESO,Platform,SWT,Error Icons Draw Through,'Error Icons Draw Through'
36659,nor,P3,RESO,Platform,Resource,extensions lazy loading mechanism is not thread safe,'extensions lazy loading mechanism is not thread safe'
36660,nor,P3,VERI,Platform,Ant,Double click in external tool builder property page shoul...,'Double click in external tool builder property page shoul...'
36663,nor,P3,RESO,Platform,UI,IEditorInput.getPersistable() should have a javadoc comment,'IEditorInput.getPersistable() should have a javadoc comment'
36667,maj,P3,RESO,Platform,Text,IWorkbenchActionDefinitionIds.SAVE has wrong id,'IWorkbenchActionDefinitionIds.SAVE has wrong id'
36672,nor,P3,RESO,JDT,UI,call hierarchy: Should show a progress bar,'call hierarchy: Should show a progress bar'
36674,nor,P3,VERI,JDT,Core,compiler can generate Java 1.4-only bytecode regardless o...,'compiler can generate Java 1.4-only bytecode regardless o...'
36676,maj,P3,RESO,Platform,Help,The help display mess up after switching program,'The help display mess up after switching program'
36679,nor,P3,RESO,Platform,SWT,BIDI: PopupList can't be created with explicitly assigned...,'BIDI: PopupList can't be created with explicitly assigned...'
36683,nor,P3,RESO,JDT,UI,NullPointerException doing search [search],'NullPointerException doing search [search]'
36684,nor,P3,RESO,Platform,SWT,BIDI: LTR-oriented MessageBox can't be created  if it's p...,'BIDI: LTR-oriented MessageBox can't be created  if it's p...'
36697,enh,P3,RESO,PDE,Build,[build] why does gather.logs create a *.log.zip file?,'[build] why does gather.logs create a *.log.zip file?'
36711,enh,P3,VERI,JDT,Core,Resource duplication message should list location of dupl...,'Resource duplication message should list location of dupl...'
36718,nor,P3,VERI,JDT,Core,Compiler should not generate references to classes not on...,'Compiler should not generate references to classes not on...'
36727,nor,P3,RESO,Platform,SWT,Can't use OpenGL in a plugin,'Can't use OpenGL in a plugin'
36728,nor,P3,VERI,Platform,Ant,NPE after upgrading,'NPE after upgrading'
36732,maj,P3,RESO,Platform,SWT,Performance problems on Mac - slow appearance of cmd-spac...,'Performance problems on Mac - slow appearance of cmd-spac...'
36735,enh,P3,VERI,Platform,Debug,Would like automatic partitioning of large arrays,'Would like automatic partitioning of large arrays'
36745,nor,P3,RESO,Platform,Team,cvs prefs working with ver. 2.0.2 doesn't work with ver 2.1,'cvs prefs working with ver. 2.0.2 doesn't work with ver 2.1'
36746,nor,P3,RESO,Platform,SWT,An overloaded glCallLists() would be useful,'An overloaded glCallLists() would be useful'
36757,nor,P3,RESO,JDT,UI,Duplicate mneumonics on Compiler Problems pref tab,'Duplicate mneumonics on Compiler Problems pref tab'
36760,cri,P3,RESO,JDT,UI,call hierarchy: regression - 'focus on' never included,'call hierarchy: regression - 'focus on' never included'
36762,enh,P3,RESO,JDT,UI,call hierarchy: should work on classfiles too,'call hierarchy: should work on classfiles too'
36772,nor,P3,VERI,JDT,Core,AST: CompilationUnit.findDeclaringNode: Spec/Impl not same,'AST: CompilationUnit.findDeclaringNode: Spec/Impl not same'
36780,nor,P3,RESO,Platform,UI,[Dialogs] ElementTreeSelectionDialog does not come up,'[Dialogs] ElementTreeSelectionDialog does not come up'
36786,nor,P3,RESO,JDT,Text,Code generation  anonymous classes,'Code generation  anonymous classes'
36788,nor,P3,RESO,JDT,UI,Generate Javadoc fails if you selet too many source direc...,'Generate Javadoc fails if you selet too many source direc...'
36795,nor,P3,VERI,Platform,Debug,VariablesView.populateDetailPaneFromSelection not prepare...,'VariablesView.populateDetailPaneFromSelection not prepare...'
36813,nor,P3,VERI,Platform,UI,[MPE] MultiEditorInput does not override the equals method,'[MPE] MultiEditorInput does not override the equals method'
36814,nor,P3,VERI,JDT,Core,NaiveASTFlattener does not serialize try-finally statemen...,'NaiveASTFlattener does not serialize try-finally statemen...'
36815,nor,P3,RESO,JDT,UI,ASTFlattener does not serialize try-finally statements co...,'ASTFlattener does not serialize try-finally statements co...'
36818,nor,P3,RESO,PDE,UI,build.xml generation overwrites existing build.xml,'build.xml generation overwrites existing build.xml'
36820,nor,P3,RESO,JDT,UI,create new method suggestion doesn't set focus [quick fix],'create new method suggestion doesn't set focus [quick fix]'
36832,nor,P3,VERI,JDT,Core,wrong indent on Code Format of anonymous class,'wrong indent on Code Format of anonymous class'
36835,min,P3,RESO,JDT,UI,Refactor: move static method  corrects  code  but fails t...,'Refactor: move static method  corrects  code  but fails t...'
36836,enh,P3,VERI,JDT,Debug,org.eclipse.jdt.launching.VMRunnerConfiguration needs -Xb...,'org.eclipse.jdt.launching.VMRunnerConfiguration needs -Xb...'
36838,nor,P3,RESO,Platform,SWT,OpenGL: GLYPHMETRICSFLOAT cannot be internal,'OpenGL: GLYPHMETRICSFLOAT cannot be internal'
36844,nor,P3,VERI,JDT,Debug,Redefinition of modifier flags in ClassTypeImpl,'Redefinition of modifier flags in ClassTypeImpl'
36847,nor,P3,VERI,JDT,Debug,run to line when line contains no code == resume,'run to line when line contains no code == resume'
36848,enh,P3,VERI,Platform,Ant,Support double-click in variable selection dialog,'Support double-click in variable selection dialog'
36849,nor,P3,RESO,JDT,UI,ImportEdit.removeImport(ITypeBinding),'ImportEdit.removeImport(ITypeBinding)'
36850,cri,P3,RESO,Platform,Doc,Accessibility - LongDesc missing from images with critica...,'Accessibility - LongDesc missing from images with critica...'
36851,nor,P3,RESO,JDT,UI,ASTRewrite should support move,'ASTRewrite should support move'
36854,nor,P3,VERI,JDT,Core,NPE opening type hierarchy,'NPE opening type hierarchy'
36858,enh,P3,RESO,PDE,UI,Ability to exclude certain plugin src folders from runtim...,'Ability to exclude certain plugin src folders from runtim...'
36866,min,P3,RESO,JDT,Text,[preferences] Java editor background color setting should...,'[preferences] Java editor background color setting should...'
36867,nor,P3,CLOS,Platform,UI,[Import/Export] Zip export dialog not append .zip if ther...,'[Import/Export] Zip export dialog not append .zip if ther...'
36869,enh,P3,VERI,Platform,Ant,WorkingSetComponent should allow creating/editing of work...,'WorkingSetComponent should allow creating/editing of work...'
36870,nor,P2,VERI,Platform,Ant,Separate the Ant UI from ExternalToolsUI,'Separate the Ant UI from ExternalToolsUI'
36875,min,P3,VERI,Platform,Ant,Targets tab defaults 50/50 split for names and descriptions,'Targets tab defaults 50/50 split for names and descriptions'
36884,maj,P3,RESO,Platform,Resource,java.lang.NoSuchMethodError,'java.lang.NoSuchMethodError'
36886,nor,P1,RESO,Platform,UI,[EditorMgmt] resource leak when working through large amo...,'[EditorMgmt] resource leak when working through large amo...'
36888,nor,P3,VERI,JDT,Core,Close the gap between original and working copies,'Close the gap between original and working copies'
36889,enh,P3,VERI,JDT,Core,[DCR] Keep AST created in reconcile for active editor,'[DCR] Keep AST created in reconcile for active editor'
36894,nor,P3,VERI,JDT,Core,JobManager could wait when idle,'JobManager could wait when idle'
36902,nor,P3,RESO,JDT,Text,[preferences] IllegalArgumentException in JavaEditorHover...,'[preferences] IllegalArgumentException in JavaEditorHover...'
36905,nor,P3,RESO,JDT,UI,Refactoring should be more aware of comments [refactoring],'Refactoring should be more aware of comments [refactoring]'
36907,nor,P3,RESO,Platform,Resource,[resources] HistoryStore.removeAll() doesn't,'[resources] HistoryStore.removeAll() doesn't'
36908,cri,P2,RESO,Platform,UI,[Workbench] Workbench Window becomes disabled,'[Workbench] Workbench Window becomes disabled'
36910,blo,P1,RESO,Platform,SWT,Setting font before setting text on Motif causes X error ...,'Setting font before setting text on Motif causes X error ...'
36915,nor,P3,RESO,Platform,SWT,java.lang.OutOfMemoryError when creating org.eclipse.swt....,'java.lang.OutOfMemoryError when creating org.eclipse.swt....'
36921,nor,P3,RESO,Platform,UI,[KeyBindings] Dual key binding intermittently overrides s...,'[KeyBindings] Dual key binding intermittently overrides s...'
36927,nor,P3,RESO,Platform,SWT,UI does not get focus on multiscreen Suse 8.2,'UI does not get focus on multiscreen Suse 8.2'
36928,nor,P3,RESO,Platform,SWT,Custom cursors are not working,'Custom cursors are not working'
36930,enh,P3,VERI,Platform,Debug,Support variables in launch configurations,'Support variables in launch configurations'
36934,blo,P2,RESO,Platform,SWT,Invalid thread access error on creating a font in Motif (...,'Invalid thread access error on creating a font in Motif (...'
36937,nor,P3,VERI,Platform,Ant,WorkingSetComponent should set the working set images,'WorkingSetComponent should set the working set images'
36942,enh,P4,VERI,JDT,Debug,[plan item] Present logical view of Java objects in debugger,'[plan item] Present logical view of Java objects in debugger'
36943,enh,P4,RESO,JDT,UI,[plan item] Provide API for refactoring,'[plan item] Provide API for refactoring'
36952,enh,P2,RESO,Platform,SWT,[Plan Item] Display HTML in a widget,'[Plan Item] Display HTML in a widget'
36955,nor,P3,RESO,Platform,SWT,ScrolledComposite unused background is painted wrong.,'ScrolledComposite unused background is painted wrong.'
36956,enh,P4,RESO,Platform,Resource,[plan item] Allow plug-in deactivation,'[plan item] Allow plug-in deactivation'
36957,enh,P2,RESO,Platform,UI,[Plan Item] Support concurrent activities,'[Plan Item] Support concurrent activities'
36962,enh,P4,RESO,Platform,Resource,[plan item] Improve workspace synchronization with file s...,'[plan item] Improve workspace synchronization with file s...'
36967,enh,P2,RESO,Platform,UI,[RCP] [Plan Item] Enable Eclipse to be used as a rich cli...,'[RCP] [Plan Item] Enable Eclipse to be used as a rich cli...'
36971,nor,P2,VERI,Platform,Ant,Classpath not set correctly for parsing targets,'Classpath not set correctly for parsing targets'
36972,nor,P3,RESO,JDT,UI,NPE in Find Occurrences in file,'NPE in Find Occurrences in file'
36978,nor,P3,RESO,JDT,UI,org.eclipse.jdt.internal.corext.dom.ASTFlattener / for st...,'org.eclipse.jdt.internal.corext.dom.ASTFlattener / for st...'
36980,enh,P3,RESO,JDT,UI,call hierarchy: Call location should show line number,'call hierarchy: Call location should show line number'
36981,nor,P3,RESO,JDT,UI,call hierarchy: Search scope should be persisted,'call hierarchy: Search scope should be persisted'
36989,nor,P3,VERI,JDT,Core,Incorrect error for  super must be first statement in con...,'Incorrect error for  super must be first statement in con...'
36990,nor,P3,RESO,JDT,UI,Quickfix for generating missing method ignores array dime...,'Quickfix for generating missing method ignores array dime...'
